,Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Certificate_nan,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western
51,Modern Times,0.9584158415841584,0.15217391304347827,8.5,0.9444444444444444,Charles Chaplin,Charles Chaplin,Paulette Goddard,Henry Bergman,Tiny Sandford,0.08317134177328775,0.00017289074043998762,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
52,City Lights,0.9559405940594059,0.15217391304347827,8.5,0.9861111111111112,Charles Chaplin,Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,0.061583108357038896,1.9084814598648998e-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
53,Capharnaüm,0.999009900990099,0.29347826086956524,8.4,0.6527777777777777,Nadine Labaki,Zain Al Rafeea,Yordanos Shiferaw,Boluwatife Treasure Bankole,Kawsar Al Haddad,0.016197861797687858,0.0017720297330222766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,Ayla: The Daughter of War,0.9985148514851485,0.2898550724637681,8.4,0.7083333333333333,Can Ulkay,Erdem Can,Çetin Tekindor,Ismail Hacioglu,Kyung-jin Lee,0.0038929742685789876,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,Vikram Vedha,0.9985148514851485,0.3695652173913044,8.4,0.7083333333333333,Gayatri,Pushkar,Madhavan,Vijay Sethupathi,Shraddha Srinath,0.0014292357880986463,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Kimi no na wa.,0.998019801980198,0.22101449275362317,8.4,0.7083333333333333,Makoto Shinkai,Ryûnosuke Kamiki,Mone Kamishiraishi,Ryô Narita,Aoi Yûki,0.07323053879557657,0.0053551300079862415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
57,Dangal,0.998019801980198,0.4202898550724638,8.4,0.7083333333333333,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,Sanya Malhotra,0.05668237833808308,0.013228325998697586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Spider-Man: Into the Spider-Verse,0.999009900990099,0.2608695652173913,8.4,0.8194444444444444,Bob Persichetti,Peter Ramsey,Rodney Rothman,Shameik Moore,Jake Johnson,0.1510002924907529,0.20310445427786183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Avengers: Endgame,0.9995049504950495,0.4927536231884058,8.4,0.6944444444444444,Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,0.3385934214601932,0.9164166847059233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Avengers: Infinity War,0.999009900990099,0.3768115942028985,8.4,0.5555555555555556,Anthony Russo,Joe Russo,Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo,0.3491722684254075,0.724717090790977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,Coco,0.9985148514851485,0.2173913043478261,8.4,0.7361111111111112,Lee Unkrich,Adrian Molina,Anthony Gonzalez,Gael García Bernal,Benjamin Bratt,0.15490922864407672,0.2239067580613911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Django Unchained,0.996039603960396,0.43478260869565216,8.4,0.7361111111111112,Quentin Tarantino,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington,0.5748841037746838,0.1738133037513725,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63,The Dark Knight Rises,0.996039603960396,0.43115942028985504,8.4,0.6944444444444444,Christopher Nolan,Christian Bale,Tom Hardy,Anne Hathaway,Gary Oldman,0.6433321167788745,0.47844186133013855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,3 Idiots,0.9945544554455445,0.45289855072463764,8.4,0.5416666666666666,Rajkumar Hirani,Aamir Khan,Madhavan,Mona Singh,Sharman Joshi,0.13777134125560497,0.006973284419723629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Taare Zameen Par,0.9935643564356436,0.43478260869565216,8.4,0.7083333333333333,Aamir Khan,Amole Gupte,Darsheel Safary,Aamir Khan,Tisca Chopra,0.06203866917570239,0.0013052364776786033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,WALL·E,0.994059405940594,0.1920289855072464,8.4,0.9305555555555556,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Fred Willard,0.42048867525847466,0.23894117307680565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67,The Lives of Others,0.9930693069306931,0.3333333333333333,8.4,0.8472222222222221,Florian Henckel von Donnersmarck,Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur,0.1439145098709158,0.01204791057152251,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
68,Oldeuboi,0.9915841584158416,0.2028985507246377,8.4,0.6805555555555556,Chan-wook Park,Choi Min-sik,Yoo Ji-Tae,Kang Hye-jeong,Kim Byeong-Ok,0.21154372132792526,0.0007539291806900623,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
69,Memento,0.9900990099009901,0.24637681159420288,8.4,0.7222222222222223,Christopher Nolan,Guy Pearce,Carrie-Anne Moss,Joe Pantoliano,Mark Boone Junior,0.4748117144703545,0.027270874074686497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
70,Mononoke-hime,0.9886138613861386,0.322463768115942,8.4,0.6666666666666667,Hayao Miyazaki,Yôji Matsuda,Yuriko Ishida,Yûko Tanaka,Billy Crudup,0.13722173473763405,0.002534538325779622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Once Upon a Time in America,0.9821782178217822,0.6666666666666667,8.4,0.7083333333333333,Sergio Leone,Robert De Niro,James Woods,Elizabeth McGovern,Treat Williams,0.12350055348913859,0.005679966876380409,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Raiders of the Lost Ark,0.9806930693069307,0.2536231884057971,8.4,0.7916666666666667,Steven Spielberg,Harrison Ford,Karen Allen,Paul Freeman,John Rhys-Davies,0.3705849211094631,0.2649397030464343,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,The Shining,0.9801980198019802,0.36594202898550726,8.4,0.5277777777777778,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,0.37667847846137786,0.04699253279404462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74,Apocalypse Now,0.9797029702970297,0.3695652173913044,8.4,0.9166666666666667,Francis Ford Coppola,Martin Sheen,Marlon Brando,Robert Duvall,Frederic Forrest,0.2507784654330287,0.08911464567134925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
75,Alien,0.9797029702970297,0.2608695652173913,8.4,0.8472222222222221,Ridley Scott,Sigourney Weaver,Tom Skerritt,John Hurt,Veronica Cartwright,0.32903829213010055,0.0842339990014743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
76,Anand,0.9757425742574257,0.27898550724637683,8.4,0.7083333333333333,Hrishikesh Mukherjee,Rajesh Khanna,Amitabh Bachchan,Sumita Sanyal,Ramesh Deo,0.002236820875729394,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,Tengoku to jigoku,0.9717821782178218,0.3550724637681159,8.4,0.7083333333333333,Akira Kurosawa,Toshirô Mifune,Yutaka Sada,Tatsuya Nakadai,Kyôko Kagawa,0.003998667829727243,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,0.9722772277227723,0.1811594202898551,8.4,0.9583333333333333,Stanley Kubrick,Peter Sellers,George C. Scott,Sterling Hayden,Keenan Wynn,0.18351249470453687,0.00029316585557983996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Witness for the Prosecution,0.9688118811881188,0.2572463768115942,8.4,0.7083333333333333,Billy Wilder,Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,0.03614029547605674,0.008726418307278156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,Paths of Glory,0.9688118811881188,0.1557971014492754,8.4,0.8611111111111112,Stanley Kubrick,Kirk Douglas,Ralph Meeker,Adolphe Menjou,George Macready,0.06600627604052076,0.025120709637378703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
81,Rear Window,0.9673267326732673,0.24275362318840582,8.4,1.0,Alfred Hitchcock,James Stewart,Grace Kelly,Wendell Corey,Thelma Ritter,0.18075152004597023,0.03924900379104106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
82,Sunset Blvd.,0.9653465346534653,0.23550724637681159,8.4,0.7083333333333333,Billy Wilder,William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,0.07616148595656125,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83,The Great Dictator,0.9603960396039604,0.2898550724637681,8.4,0.7083333333333333,Charles Chaplin,Charles Chaplin,Paulette Goddard,Jack Oakie,Reginald Gardiner,0.07681635463339002,0.0003065890696069609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,1917,0.9995049504950495,0.26811594202898553,8.3,0.6944444444444444,Sam Mendes,Dean-Charles Chapman,George MacKay,Daniel Mays,Colin Firth,0.17288705629195925,0.16999357569012274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
85,Tumbbad,0.999009900990099,0.213768115942029,8.3,0.7083333333333333,Rahi Anil Barve,Anand Gandhi,Adesh Prasad,Sohum Shah,Jyoti Malshe,0.0011669431955348142,0.025120709637378703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86,Andhadhun,0.999009900990099,0.34057971014492755,8.3,0.7083333333333333,Sriram Raghavan,Ayushmann Khurrana,Tabu,Radhika Apte,Anil Dhawan,0.020184018960993467,0.0014654588129928599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87,Drishyam,0.9965346534653465,0.4166666666666667,8.3,0.7083333333333333,Jeethu Joseph,Mohanlal,Meena,Asha Sharath,Ansiba,0.0024305205041194617,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
88,Jagten,0.996039603960396,0.2536231884057971,8.3,0.6805555555555556,Thomas Vinterberg,Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm,0.11066978656803085,0.0007322607203469106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,Jodaeiye Nader az Simin,0.9955445544554455,0.2826086956521739,8.3,0.9305555555555556,Asghar Farhadi,Payman Maadi,Leila Hatami,Sareh Bayat,Shahab Hosseini,0.08408634603122836,0.007577114458880168,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,Incendies,0.995049504950495,0.3115942028985507,8.3,0.7222222222222223,Denis Villeneuve,Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,Mustafa Kamel,0.053897245151253964,0.007319394728243813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
91,Miracle in cell NO.7,0.9995049504950495,0.31521739130434784,8.3,0.7083333333333333,Mehmet Ada Öztekin,Aras Bulut Iynemli,Nisa Sofiya Aksongur,Deniz Baysal,Celile Toyon Uysal,0.003816616063178003,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,Babam ve Oglum,0.9925742574257426,0.24275362318840582,8.3,0.7083333333333333,Çagan Irmak,Çetin Tekindor,Fikret Kuskan,Hümeyra,Ege Tanman,0.023225405108320805,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,Inglourious Basterds,0.9945544554455445,0.391304347826087,8.3,0.5694444444444444,Quentin Tarantino,Brad Pitt,Diane Kruger,Eli Roth,Mélanie Laurent,0.5361385698668952,0.12869055538262447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,Eternal Sunshine of the Spotless Mind,0.9920792079207921,0.2282608695652174,8.3,0.8472222222222221,Michel Gondry,Jim Carrey,Kate Winslet,Tom Wilkinson,Gerry Robert Byrne,0.3824709170145926,0.03672513207874628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95,Amélie,0.9905940594059406,0.27898550724637683,8.3,0.5694444444444444,Jean-Pierre Jeunet,Audrey Tautou,Mathieu Kassovitz,Rufus,Lorella Cravotta,0.2928022253455748,0.03547088737298872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
96,Snatch,0.9900990099009901,0.213768115942029,8.3,0.375,Guy Ritchie,Jason Statham,Brad Pitt,Benicio Del Toro,Dennis Farina,0.3265340018343225,0.03237761964062726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,Requiem for a Dream,0.9900990099009901,0.2065217391304348,8.3,0.5555555555555556,Darren Aronofsky,Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,0.32000645377826437,0.0038799280747188643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,American Beauty,0.9896039603960396,0.27898550724637683,8.3,0.7777777777777777,Sam Mendes,Kevin Spacey,Annette Bening,Thora Birch,Wes Bentley,0.4506644026674466,0.1388926272273642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Good Will Hunting,0.9886138613861386,0.29347826086956524,8.3,0.5833333333333334,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,Stellan Skarsgård,0.36087578116169733,0.1477932163541103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,Bacheha-Ye aseman,0.9886138613861386,0.15942028985507245,8.3,0.6805555555555556,Majid Majidi,Mohammad Amir Naji,Amir Farrokh Hashemian,Bahare Seddiqi,Nafise Jafar-Mohammadi,0.017365236395513073,0.0009956943650430083,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
101,Toy Story,0.9876237623762376,0.13043478260869568,8.3,0.9305555555555556,John Lasseter,Tom Hanks,Tim Allen,Don Rickles,Jim Varney,0.3720158825067234,0.20476452460512604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,Braveheart,0.9876237623762376,0.48188405797101447,8.3,0.5555555555555556,Mel Gibson,Mel Gibson,Sophie Marceau,Patrick McGoohan,Angus Macfadyen,0.4029698596475788,0.08071084571351604,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,Reservoir Dogs,0.9861386138613861,0.19565217391304346,8.3,0.7083333333333333,Quentin Tarantino,Harvey Keitel,Tim Roth,Michael Madsen,Chris Penn,0.385446730013779,0.003022143808455252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,Full Metal Jacket,0.9836633663366336,0.2572463768115942,8.3,0.6666666666666667,Stanley Kubrick,Matthew Modine,R. Lee Ermey,Vincent D'Onofrio,Adam Baldwin,0.2804365100935194,0.049491091183776516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,Idi i smotri,0.9826732673267327,0.3514492753623188,8.3,0.7083333333333333,Elem Klimov,Aleksey Kravchenko,Olga Mironova,Liubomiras Laucevicius,Vladas Bagdonas,0.014653873000342533,0.025120709637378703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
106,Aliens,0.9831683168316832,0.3333333333333333,8.3,0.7777777777777777,James Cameron,Sigourney Weaver,Michael Biehn,Carrie Henn,Paul Reiser,0.27076145092669524,0.09091757879681796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
107,Amadeus,0.9821782178217822,0.4166666666666667,8.3,0.8333333333333333,Milos Forman,F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,0.14836744431243534,0.05548616675498749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,Scarface,0.9816831683168317,0.45289855072463764,8.3,0.5138888888888888,Brian De Palma,Al Pacino,Michelle Pfeiffer,Steven Bauer,Mary Elizabeth Mastrantonio,0.3088076817217438,0.04868109261994191,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,Star Wars: Episode VI - Return of the Jedi,0.9816831683168317,0.3115942028985507,8.3,0.41666666666666663,Richard Marquand,Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,0.39921191429589536,0.33002775860446915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Das Boot,0.9806930693069307,0.3768115942028985,8.3,0.8055555555555556,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Hubertus Bengsch,0.08919975737935189,0.012263104774351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
111,Taxi Driver,0.9782178217821782,0.25,8.3,0.9166666666666667,Martin Scorsese,Robert De Niro,Jodie Foster,Cybill Shepherd,Albert Brooks,0.30178660944546687,0.030172358424006847,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,The Sting,0.9767326732673267,0.30434782608695654,8.3,0.7638888888888888,George Roy Hill,Paul Newman,Robert Redford,Robert Shaw,Charles Durning,0.09336624070004512,0.1703911112251806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,A Clockwork Orange,0.9757425742574257,0.32971014492753625,8.3,0.6805555555555556,Stanley Kubrick,Malcolm McDowell,Patrick Magee,Michael Bates,Warren Clarke,0.31613850084252865,0.006626111827106014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
