,Series_Title,Released_Year,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes,Gross,Certificate_16,Certificate_A,Certificate_Approved,Certificate_G,Certificate_GP,Certificate_PG,Certificate_PG-13,Certificate_Passed,Certificate_R,Certificate_TV-14,Certificate_TV-MA,Certificate_TV-PG,Certificate_U,Certificate_U/A,Certificate_UA,Certificate_Unrated,Certificate_nan,genre_Action,genre_Adventure,genre_Animation,genre_Biography,genre_Comedy,genre_Crime,genre_Drama,genre_Family,genre_Fantasy,genre_Film-Noir,genre_History,genre_Horror,genre_Music,genre_Musical,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Sport,genre_Thriller,genre_War,genre_Western
901,End of Watch,0.996039603960396,0.23188405797101447,7.6,0.5555555555555556,David Ayer,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,0.08759364665218881,0.04377471625484279,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Kari-gurashi no Arietti,0.995049504950495,0.17753623188405798,7.6,0.7222222222222223,Hiromasa Yonebayashi,Amy Poehler,Mirai Shida,Ryûnosuke Kamiki,Tatsuya Fujiwara,0.024094249321188494,0.02049988164340197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
903,A Star Is Born,0.999009900990099,0.32971014492753625,7.6,0.8333333333333333,Bradley Cooper,Lady Gaga,Bradley Cooper,Sam Elliott,Greg Grunberg,0.13339994184697124,0.22984578133141287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
904,True Grit,0.995049504950495,0.23550724637681159,7.6,0.7222222222222223,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,Hailee Steinfeld,0.12369770433585185,0.18282144193653344,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
905,Hævnen,0.995049504950495,0.2644927536231884,7.6,0.5138888888888888,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,Markus Rygaard,Wil Johnson,0.005782084898245141,0.0010748745661343488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
906,Despicable Me,0.995049504950495,0.1811594202898551,7.6,0.6111111111111112,Pierre Coffin,Chris Renaud,Steve Carell,Jason Segel,Russell Brand,0.20524524788807008,0.26852052288036105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
907,50/50,0.9955445544554455,0.19927536231884058,7.6,0.6111111111111112,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,Bryce Dallas Howard,0.1252524781904572,0.03738053574392748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
908,Kick-Ass,0.995049504950495,0.2608695652173913,7.6,0.5277777777777778,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,0.21526672309408623,0.0513205974260141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Celda 211,0.9945544554455445,0.24637681159420288,7.6,0.7083333333333333,Daniel Monzón,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón,0.016735820453817954,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
910,Moneyball,0.9955445544554455,0.31884057971014496,7.6,0.8194444444444444,Bennett Miller,Brad Pitt,Robin Wright,Jonah Hill,Philip Seymour Hoffman,0.1485926363080247,0.08071670909468498,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
911,La piel que habito,0.9955445544554455,0.2717391304347826,7.6,0.5833333333333334,Pedro Almodóvar,Antonio Banderas,Elena Anaya,Jan Cornet,Marisa Paredes,0.049124210210256855,0.0033998503962351717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
912,Zombieland,0.9945544554455445,0.1557971014492754,7.6,0.625,Ruben Fleischer,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,0.21352385784086603,0.08070047483138294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
913,Die Welle,0.994059405940594,0.2246376811594203,7.6,0.7083333333333333,Dennis Gansel,Jürgen Vogel,Frederick Lau,Max Riemelt,Jennifer Ulrich,0.03350011345880237,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
914,Sherlock Holmes,0.9945544554455445,0.3007246376811594,7.6,0.4027777777777778,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,0.2407526762041085,0.22316226666102393,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
915,The Blind Side,0.9945544554455445,0.30434782608695654,7.6,0.3472222222222222,John Lee Hancock,Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head,0.11569260343517017,0.2732666267319021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
916,The Visitor,0.9935643564356436,0.213768115942029,7.6,0.7083333333333333,Tom McCarthy,Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass,0.007099156090839519,0.01005819373781496,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,Seven Pounds,0.994059405940594,0.2826086956521739,7.6,0.11111111111111116,Gabriele Muccino,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy,0.11289021415672501,0.07468072757855639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Eastern Promises,0.9935643564356436,0.19927536231884058,7.6,0.75,David Cronenberg,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,Josef Altin,0.08743316500015963,0.018270834871599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,Stardust,0.9935643564356436,0.2971014492753623,7.6,0.5277777777777778,Matthew Vaughn,Charlie Cox,Claire Danes,Sienna Miller,Ian McKellen,0.0992000938731384,0.04124612458476436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
920,The Secret of Kells,0.9945544554455445,0.09420289855072461,7.6,0.7361111111111112,Tomm Moore,Nora Twomey,Evan McGuire,Brendan Gleeson,Mick Lally,0.00288651272507336,0.0007314044873357159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
921,Inside Man,0.9930693069306931,0.30434782608695654,7.6,0.6666666666666667,Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,0.1357489273182049,0.09449757976451072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
922,Gone Baby Gone,0.9935643564356436,0.25,7.6,0.6111111111111112,Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,Michelle Monaghan,0.09728207929001537,0.021671570326644993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
923,La Vie En Rose,0.9935643564356436,0.34420289855072467,7.6,0.5277777777777778,Olivier Dahan,Marion Cotillard,Sylvie Testud,Pascal Greggory,Emmanuelle Seigner,0.024888892340107212,0.010996936863769229,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
924,Huo Yuan Jia,0.9930693069306931,0.213768115942029,7.6,0.5833333333333334,Ronny Yu,Jet Li,Li Sun,Yong Dong,Yun Qu,0.020610244423909695,0.026298123978525764,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,The Illusionist,0.9930693069306931,0.23550724637681159,7.6,0.5555555555555556,Neil Burger,Edward Norton,Jessica Biel,Paul Giamatti,Rufus Sewell,0.14220745100779889,0.042563254373845345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
926,Dead Man's Shoes,0.9920792079207921,0.16304347826086957,7.6,0.33333333333333337,Shane Meadows,Paddy Considine,Gary Stretch,Toby Kebbell,Stuart Wolfenden,0.010629752435481633,5.026365357487104e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
927,Harry Potter and the Half-Blood Prince,0.9945544554455445,0.391304347826087,7.6,0.6944444444444444,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,0.1940184346826734,0.3223769515226492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,300,0.9930693069306931,0.2608695652173913,7.6,0.33333333333333337,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,0.30534136431837144,0.22485579306543504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,Match Point,0.9925742574257426,0.286231884057971,7.6,0.6111111111111112,Woody Allen,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,Matthew Goode,0.07817268343441089,0.02464992454259755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
930,Watchmen,0.9945544554455445,0.4239130434782609,7.6,0.38888888888888884,Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,0.2052228149689692,0.11477845579379996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
931,Lord of War,0.9925742574257426,0.27898550724637683,7.6,0.4722222222222222,Andrew Niccol,Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan,0.11606964903698068,0.02578129020264879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,Saw,0.9920792079207921,0.21014492753623187,7.6,0.25,James Wan,Cary Elwes,Leigh Whannell,Danny Glover,Ken Leung,0.15268707544622095,0.059785844380055915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
933,"Synecdoche, New York",0.994059405940594,0.286231884057971,7.6,0.5416666666666666,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Michelle Williams,Catherine Keener,0.025051531003588406,0.0032889383278636203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,Mysterious Skin,0.9920792079207921,0.2173913043478261,7.6,0.625,Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,Chase Ellison,0.017623214965172895,0.0007429326719427987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,Jeux d'enfants,0.9915841584158416,0.17391304347826086,7.6,0.23611111111111116,Yann Samuell,Guillaume Canet,Marion Cotillard,Thibault Verhaeghe,Joséphine Lebas-Joly,0.01823623761983277,0.0005844185321620977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
936,Un long dimanche de fiançailles,0.9920792079207921,0.31884057971014496,7.6,0.6666666666666667,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Dominique Pinon,0.01977418678511248,0.006583505160010306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
937,The Station Agent,0.9915841584158416,0.15942028985507245,7.6,0.7361111111111112,Tom McCarthy,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin,0.01824055164273678,0.006126092033390269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,21 Grams,0.9915841584158416,0.286231884057971,7.6,0.5833333333333334,Alejandro G. Iñárritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,0.08604620663652028,0.01739068071720127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
939,Boksuneun naui geot,0.9910891089108911,0.30434782608695654,7.6,0.38888888888888884,Chan-wook Park,Kang-ho Song,Shin Ha-kyun,Bae Doona,Ji-Eun Lim,0.016208215452657482,4.6958295217441123e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
940,Finding Neverland,0.9920792079207921,0.22101449275362317,7.6,0.5416666666666666,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,0.07488669218842617,0.05517397693927489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
941,25th Hour,0.9910891089108911,0.32608695652173914,7.6,0.5555555555555556,Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,0.06238939923779843,0.01394265280118658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,The Butterfly Effect,0.9920792079207921,0.24637681159420288,7.6,0.02777777777777779,Eric Bress,J. Mackye Gruber,Ashton Kutcher,Amy Smart,Melora Walters,0.18394605400638991,0.06185524212967058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
943,28 Days Later...,0.9910891089108911,0.24637681159420288,7.6,0.625,Danny Boyle,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer,0.1517522266829219,0.04811091082992979,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
944,Batoru rowaiaru,0.9900990099009901,0.25,7.6,0.7361111111111112,Kinji Fukasaku,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,Takeshi Kitano,0.06212322402462099,0.025120709637378703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,The Royal Tenenbaums,0.9905940594059406,0.23550724637681159,7.6,0.6666666666666667,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,0.10429322931361308,0.05590358675367817,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,Y tu mamá también,0.9905940594059406,0.22101449275362317,7.6,0.8333333333333333,Alfonso Cuarón,Maribel Verdú,Gael García Bernal,Daniel Giménez Cacho,Ana López Mercado,0.039145012428699985,0.014542111995021634,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,Harry Potter and the Sorcerer's Stone,0.9905940594059406,0.38768115942028986,7.6,0.5,Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,0.27311949584602735,0.33904931680079065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
948,The Others,0.9905940594059406,0.2028985507246377,7.6,0.6388888888888888,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann,0.13484039409462031,0.10304837101562858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
949,Blow,0.9905940594059406,0.286231884057971,7.6,0.33333333333333337,Ted Demme,Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths,0.0930215502700147,0.05657273498717124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,Enemy at the Gates,0.9905940594059406,0.3115942028985507,7.6,0.3472222222222222,Jean-Jacques Annaud,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,0.09432222817557383,0.054876265148331375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
951,Minority Report,0.9910891089108911,0.36231884057971014,7.6,0.7222222222222223,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,0.20850923761724435,0.14100259568852302,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
952,The Hurricane,0.9896039603960396,0.36594202898550726,7.6,0.6388888888888888,Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber,0.028674878840666742,0.05409385607760811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
953,American Psycho,0.9900990099009901,0.2028985507246377,7.6,0.5,Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,0.20059084857693327,0.01608797770702337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,Lola rennt,0.9891089108910891,0.13043478260869568,7.6,0.6805555555555556,Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,0.0704173644598714,0.007757641900977357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
955,The Thin Red Line,0.9891089108910891,0.45289855072463764,7.6,0.6944444444444444,Terrence Malick,Jim Caviezel,Sean Penn,Nick Nolte,Kirk Acevedo,0.06368446891358236,0.03886057934391028,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
956,Mulan,0.9891089108910891,0.1557971014492754,7.6,0.5972222222222222,Tony Bancroft,Barry Cook,Ming-Na Wen,Eddie Murphy,BD Wong,0.10000681615618834,0.1287754687149753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
957,Fear and Loathing in Las Vegas,0.9891089108910891,0.2644927536231884,7.6,0.18055555555555558,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Michael Lee Gogin,0.1012350184769601,0.011401105535608339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Funny Games,0.9886138613861386,0.2282608695652174,7.6,0.5694444444444444,Michael Haneke,Susanne Lothar,Ulrich Mühe,Arno Frisch,Frank Giering,0.017243149547329577,0.025120709637378703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
959,Dark City,0.9891089108910891,0.19927536231884058,7.6,0.5277777777777778,Alex Proyas,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,William Hurt,0.07024911756661499,0.015349232249382198,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
960,Sleepers,0.9881188118811881,0.3695652173913044,7.6,0.29166666666666663,Barry Levinson,Robert De Niro,Kevin Bacon,Brad Pitt,Jason Patric,0.06973445463416655,0.05241885718900283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
961,Lost Highway,0.9886138613861386,0.322463768115942,7.6,0.33333333333333337,David Lynch,Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito,0.04573425101228548,0.004052046924302126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
962,Sense and Sensibility,0.9876237623762376,0.32971014492753625,7.6,0.7777777777777777,Ang Lee,Emma Thompson,Kate Winslet,James Fleet,Tom Wilkinson,0.03343799152898462,0.04610149743409814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
963,Die Hard: With a Vengeance,0.9876237623762376,0.3007246376811594,7.6,0.41666666666666663,John McTiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,0.14638860200636578,0.10677417181022135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
964,Dead Man,0.9876237623762376,0.2753623188405797,7.6,0.4722222222222222,Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,0.02819386528686958,0.0011066352592141882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
